name_of_law_firm ,address,location, no_of_partners,phone,website_url
Morgan Pottinger McGarvey,"401 South Fourth Street, Suite 1200","Louisville, Kentucky 40202",9,502-589-2780,https://mpmfirm.com/
MorganTheeler LLP,"1718 N Sanborn., PO Box 1025","Mitchell, South Dakota 57301",5,605-996-5588,http://morgantheeler.com
Morgenstern DeVoesick PLLC,"1080 Pittsford Victor Rd, Suite 200","Pittsford, New York 14534",7,585-672-5500,http://morgdevo.com
Moriarty Troyer & Malloy LLC,"265 Franklin Street, Suite 1801","Boston, Massachusetts 02110",6,617-934-4550,http://lawmtm.com
Moritt Hock & Hamroff LLP,"400 Garden City Plaza, 2nd Floor","Garden City, New York 11530",47,516-873-2000,http://www.moritthock.com/
Morningstar Law Group,"421 Fayetteville Street
Suite 530","Raleigh, North Carolina 27601",22,919-590-0370,http://morningstarlawgroup.com
Morrill Law Firm,201 N. Civic Drive Suite # 230,"Walnut Creek, California 94596",2,925-322-8615,http://morrill.law
Morris Downing & Sherred LLP,1 Main St,"Newton, New Jersey 07860",6,973-383-2700,http://morrisdowningsherred.com
Morris Duffy Alonso Faley & Pitcoff,"2 Rector Street, 22nd Floor","New York, New York 10006",31,212-766-1888,http://mdafny.com/
Morris Hall PLLC,"7600 North 16th Street, Suite 105","Phoenix, Arizona 85020",4,602-249-1328,http://morristrust.com/
Morris James LLP,"500 Delaware Avenue, Suite 1500","Wilmington, Delaware 19801",34,302-888-6800,http://www.morrisjames.com
Morris Laing Evans Brock & Kennedy Chartered,"300 North Mead, Suite 200","Wichita, Kansas 67202",20,316-262-2671,http://morrislaing.com/
Morris Manning & Martin LLP,"1600 Atlanta Financial Center, 3343 Peachtree Road, NE","Atlanta, Georgia 30326",91,404-233-7000,http://www.mmmlaw.com/
Morris & Morris Attorneys,"120 Corporate Woods, Suite 240","Rochester, New York 14623",,585-292-5757,https://morrisandmorrisattorneys.com/
Morris Nichols Arsht & Tunnell LLP,"1201 North Market Street, 16th Floor P.O. Box 1347","Wilmington, Delaware 19899-1347",45,302-658-9200,http://www.mnat.com/
Morrison Cohen LLP,909 Third Avenue,"New York, New York 10022-4784",72,212-735-8600,http://www.morrisoncohen.com
Morrison & Foerster LLP,425 Market Street,"San Francisco, California 94105-2482",264,415-268-7000,http://www.mofo.com/
Morrison Mahoney LLP,250 Summer Street,"Boston, Massachusetts 02210",113,617-439-7500,http://www.morrisonmahoney.com/
"Morrison Sund, PLLC","5125 County Road 101, Suite 200","Minnetonka, Minnesota 55345-5534",8,952-975-0050,http://www.morrisonsund.com/
Morris Sullivan & Lemkul LLP,"9915 Mira Mesa Boulevard
Suite 300","San Diego, California 92131",7,858-566-7600,http://morrissullivanlaw.com
Morrow Willnauer Church LLC,"8330 Ward Parkway, Suite 300","Kansas City, Missouri 64114",9,816-382-1382,https://mwcattorneys.com/
Morse Barnes-Brown & Pendleton PC,"City Point, 230 Third Ave., 4th Floor","Waltham, Massachusetts 02451",24,781-622-5930,http://www.mbbp.com/
Mortenson Taggart,"300 Spectrum Center Dr.
Suite 1200","Irvine, California 92618",10,949-774-2224,http://mortensontaggart.com
"Morton & Germany, PLLC",45 N. B.B. King Blvd.,"Memphis, Tennessee 38103",,901-522-0050,https://mortongermany.com/
Morton & Gettys LLC,"Fountain Park Place
331 E Main St Suite 300","Rock Hill, South Carolina 29730",8,803-366-3388,http://mortongettys.com
Morton McGoldrick,"820 A St., Suite 600","Tacoma, Washington 98402-5293",4,253-627-8131,http://www.bvmm.com
Morvillo Abramowitz Grand Iason & Anello PC,565 Fifth Avenue,"New York, New York 10017",17,212-856-9600,http://www.maglaw.com
Moseley Law PLLC,5355 Northland Dr. NE STE C #229,"Grand Rapids, Michigan 49525",,616-915-4048,https://www.mgmoseleylaw.com/
Moseley Prichard Parrish Knight & Jones,501 West Bay St.,"Jacksonville, Florida 32202",10,904-356-1306,http://www.mppkj.com/
Moser Taboada,"1040 Broad Street
Suite 103","Shrewsbury, New Jersey 07702",2,732-935-7100,http://mtiplaw.com
Moses Dunn Farmer & Tuthill PC,612 First Street NW,"Albuquerque, New Mexico 87125-7047",5,505-843-9440,http://moseslaw.com
Moses & Singer LLP,"The Chrysler Building
405 Lexington Avenue","New York, New York 10174-1299",48,212-554-7800,http://www.mosessinger.com
Moskovitz McGhee Brown Cohen & Moore,"530 Oak Court Drive, Suite 355","Memphis, Tennessee 38117",9,901-821-0044,http://www.mmbcm.com/
"Moss & Barnett, P.A.","150 South Fifth Street
Suite 1200","Minneapolis, Minnesota 55402",55,612-877-5000,http://www.lawmoss.com/
Mostyn Law,3810 W. alabama Street,"Houston, Texas 77027",3,713-714-0000,http://mostynlaw.com
Motley Rice LLC,28 Bridgeside Blvd.,"Mount Pleasant, South Carolina 29464",53,843-216-9000,http://www.motleyrice.com
Mouledoux Bland Legrand & Brackett LLC,"701 Poydras St, Suite 600","New Orleans, Louisiana 70139",15,504-595-3000,http://www.mblb.com/
Moulton Bellingham PC,"27 North 27th Street, Suite 1900
P.O. Box 2559","Billings, Montana 59103-2559",8,406-248-7731,http://moultonbellingham.com
Moulton Moore Stella LLP,"2431 Main Street, Suite C","Santa Monica, California 90405",,310-399-0950,https://moultonmoore.com/
"Mounce, Green, Myers, Safi, Paxson & Galatzan","100 North Stanton, Suite 1000","El Paso, Texas 79901",12,915-532-2000,http://www.mgmsg.com/
Mound Cotton Wollan & Greengrass,"One New York Plaza, 44th Floor","New York, New York 10004-1445",32,212-804-4200,http://www.moundcotton.com/
Mountain Dearborn & Whiting LLP,"Suite 800
370 Main Street","Worcester, Massachusetts 01608",6,508-756-2423,http://mountaindearborn.com
Mowry & Grimson,"5335 Wisconsin Avenue, NW
Suite 810","Washington, District of Columbia 20015",4,202-688-3610,https://mowrygrimson.com/
Moye O Brien Pickert Dillon & Masterson LLP,800 S Orlando Ave,"Maitland, Florida 32751",5,407-622-5250,http://moopd.com/
Moyer Law Group,770 Second Avenue South,"St. Petersburg, Florida 33701",5,727-310-2002,http://moyerlawgroup.com
Moyer Law Offices LPA,9 E Kossuth St,"Columbus, Ohio 43206",,614-444-2000,https://smoyerlaw.com/
Moyes Sellers & Hendricks Ltd,"1850 North Central Avenue
Suite 1100","Phoenix, Arizona 85004-4541",6,602-604-2141,http://law-msh.com
Moye White LLP,"3615 Delgany Street, Suite1100","Denver, Colorado 80216-3997",28,303-292-2900,http://www.moyewhite.com
"Mozley, Finlayson & Loggins, LLP","1050 Crown Pointe Parkway
Suite 1500","Atlanta, Georgia 30338",24,404-256-0700,http://www.mfllaw.com/
"Mrachek, Fitzgerald, Rose, Konopka, Thomas & Weiss, P.A.",505 S Flagler Dr Ste 600,"West Palm Beach, Florida 33401",7,561-655-2250,http://mrachek-law.com/
MSKW LLP,"13950 Milton Avenue, Suite 200A","Westminster, California 92683",6,714-625-8566,http://mskwlaw.com
MSSSV,"The Esposito Building, 240 Mineola Boulevard","Mineola, New York 11501-1150",7,516-741-7676,http://msssv.com/
MT Law LLC,"430 Bedford Street, Suite 200","Lexington, Massachusetts 02420",3,800-345-1899,https://www.mtlawllc.com/
Much Shelist PC,"191 North Wacker Drive, Suite 1800","Chicago, Illinois 60606",69,312-521-2000,https://www.muchlaw.com/
Mueting Raasch Group,"111 Washington Avenue South
Suite 700","Minneapolis, Minnesota 55401",13,612-512-0046,https://mrgiplaw.com/
"Mulherin Rehfeldt & Varchetto, PC",211 South Wheaton Avenue Suite 200,"Wheaton, Illinois 60187",6,630-653-9300,http://mrvlaw.com/
Mullen Coughlin LLC,"426 W. Lancaster Avenue
Suite 200","Devon, Pennsylvania 19333",40,267-930-4770,http://mullen.law
"Mullen & Filippi, LLP",1601 Response Road Suite 300,"Sacramento, California 95815-5258",17,916-442-4503,http://www.mulfil.com/
"Mullen & Henzell, L.L.P.",112 E. Victoria Street,"Santa Barbara, California 93101",17,805-966-1501,http://www.mullenlaw.com/
Mullen Holland & Cooper P.A.,301 South York Street,"Gastonia, North Carolina 28052",10,704-864-6751,http://mhc-law.com/
Mullen & McGourty,Six Edgerly Place,"Boston, Massachusetts 02116",9,,http://mullenandmcgourty.com/
Muller Lebensburger & Schwartz,"7385 Galloway Road, Suite 200","Miami, Florida 33173",,305-670-6770,https://mlcounsel.com/
"Mulliken Weiner Berg & Jolivet, P.C.","102 South Tejon Street, Suite 900","Colorado Springs, Colorado 80903",8,719-635-8750,http://www.mullikenlaw.com/
Mullin Hoard & Brown LLP,"Amarillo National Bank Plaza Two 500 South Taylor, Lobby Box #213","Amarillo, Texas 79101-2445",27,806-372-5050,http://mullinhoard.com/
"Munck Wilson Mandala, LLP","600 Banner Place Tower, 12770 Coit Road","Dallas, Texas 75251",59,972-628-3600,http://www.munckwilson.com/
Muncy Geissler Olds & Lowe PC,125 S Royal St,"Alexandria, Virginia 22314",17,703-621-7140,http://mg-ip.com
Munger Denker Ruiz Barbour,"333 N Wilmot Rd, Ste 300","Tucson, Arizona 85711",4,520-721-1900,https://mungerdenker.com/
"Munger, Tolles & Olson LLP","350 South Grand Ave., 50th Floor","Los Angeles, California 90071-3426",83,213-683-9100,http://www.mto.com
Munley Law,"1617 John F Kennedy
Blvd #1690,","Philadelphia, Pennsylvania 19103",9,215-515-7747,https://munley.com/
"Munsch Hardt, Kopf & Harr PC","500 N. Akard Street, Suite 4000","Dallas, Texas 75201-6605",98,214-855-7500,http://www.munsch.com/
Munson & McMillin,247 N Broadway,"Edmond, Oklahoma 73034",4,405-513-7707,http://munsonmcmillin.com
"Munson, Rowlett, Moore & Boone, PA","ONE ALLIED DRIVE, SUITE 1600","Little Rock, Arkansas 72202",7,501-374-6535,http://mrmblaw.com/
"Murabito Hao & Barnes, LLP","Two North Market Street, Third Floor","San Jose, California 95113-9511",3,408-938-9060,http://mhbpatents.com/
Murchison & Cumming LLP,"801 South Grand Avenue, 9th Floor","Los Angeles, California 90017",52,213-623-7400,http://www.murchisonlaw.com
"Murchison, Taylor & Gibson, PLLC","1979 Eastwood Road, Suite 101","Wilmington, North Carolina 28403",13,910-763-2426,http://www.murchisontaylor.com/
Murphy & Anderson PA,1501 San Marco Boulevard,"Jacksonville, Florida 32207",8,904-598-9282,http://murphyandersonlaw.com
Murphy Anderson PLLC,"1401 K Street NW, Suite 300","Washington, District of Columbia 20005",8,202-223-2620,http://murphypllc.com
Murphy Austin Adams Schoenfeld LLP,"555 Capitol Mall, Suite 850","Sacramento, California 95814",18,916-446-2300,http://www.murphyaustin.com/
Murphy & Clendenen PLLC,250 W Main St #2510,"Lexington, Kentucky 40507",,859-233-9811,https://www.murphyclendenen.com/
Murphy Desmond Lawyers S.C.,33 East Main St. Suite 500,"Madison, Wisconsin 53703",21,608-257-7181,http://www.murphydesmond.com/
Murphy & Evertz LLP,650 Town Center Drive Suite 550,"Costa Mesa, California 92626",,714-277-1700,http://www.murphyevertz.com/
Murphy Falcon & Murphy,"1 South Street, Ste 3000","Baltimore, Maryland 21202",6,410-881-5077,http://murphyfalcon.com/
"Murphy & Grantland, PA",4406-B Forest Drive,"Columbia, South Carolina 29260",12,803-782-4100,http://www.murphygrantland.com/
Murphy Hesse Toomey & Lehane LLP,300 Crown Colony Drive Suite 410 P.O. Box 9126,"Quincy, Massachusetts 02169-9126",20,617-479-5000,http://mhtl.com/
Murphy & King PC,"28 State Street, Suite 3101","Boston, Massachusetts 02109",14,617-423-0400,http://www.murphyking.com
"Murphy Law Firm, PC",320 N. High Street,"West Chester, Pennsylvania 19380",,610-436-7555,http://www.murphy-law-firm.com/
Murphy McKeon PC,51 Route 23 South,"Riverdale, New Jersey 07457",3,973-835-0100,http://murphymckeonlaw.com
"Murphy, Pearson, Bradley & Feeney","580 California Street
Suite 1100","San Francisco, California 94104",30,415-788-1900,http://www.mpbf.com
Murphy & Riley PC,"125 High Street, Suite 2311","Boston, Massachusetts 02110",12,617-423-3700,http://murphyriley.com
Murphy Rogers Sloss Gambel & Tompkins PLC,"One Shell Square
701 Poydras St, Suite 400","New Orleans, Louisiana 70139",7,504-523-0400,http://mrsnola.com
Murphy Schiller & Wilkes LLP,"24 COMMERCE STREET, 12TH FLOOR","Newark, New Jersey 07102",5,973-877-6984,http://murphyllp.com
Murray Barnes Finister LLP,"Suite 515, 3525 Piedmont Road","Atlanta, Georgia 30305",,678-999-0350,https://murraybarneslaw.com/
"Murray Law Firm, PLLC","5950 Fairview Road, Suite 710","Charlotte, North Carolina 28210",,704-940-9095,https://www.murraylawfirm.com/
Murray Morin & Herman PA,"Bank of America Plaza
101 E. Kennedy Blvd., Suite 1810","Tampa, Florida 33602",8,813-222-1800,http://mmhlaw.com
Murray Plumb & Murray,"75 Pearl Street, P.O. Box 9785","Portland, Maine 04104-5085",14,207-773-5651,http://mpmlaw.com
Murr Siler & Accomazzo PC,"1999 Broadway, Suite 3100","Denver, Colorado 80202-4402",5,303-534-2277,http://msa.legal/
Murtaugh Treglia Stern & Deily LLP,2603 Main Street 9th Floor,"Irvine, California 92614-6232",15,949-794-4000,http://www.murtaughlaw.com/
Murtha Cullina,"280 Trumbull Street, 12th Floor","Hartford, Connecticut 06103",41,860-240-6000,http://www.murthalaw.com/
Murthy Law Firm,"10451 Mill Run Circle, Suite 100","Owings Mills, Maryland 21117",8,410-356-5440,http://www.murthy.com/
"Musca Law Firm, PA","2650 Airport Pulling Rd. S., Suite H","Naples, Florida 34112",12,888-497-0216,http://www.muscalaw.com/
Musgrave McLachlan & Penn LLC,"1515 Poydras Street, Suite 2380","New Orleans, Louisiana 70112",7,504-799-4300,https://www.mmpfirm.com/
"Musick Peeler & Garrett, LLP","333 South Hope Street, Suite 2900","Los Angeles, California 90071",63,213-629-7600,http://www.musickpeeler.com/
Musi Merkins Daubenberger & Clark LLP,21 West Third Street,"Media, Pennsylvania 19063",4,610-891-8806,http://mmdlawfirm.com
MVP Law Group P.A.,1177 Annapolis Road #70,"Odenton, Maryland 21113",,240-390-0600,https://www.mvplawgroup.com/
MWH Law Group LLP,"735 N. Water Street, Suite 610","Milwaukee, Wisconsin 53202",11,414-436-0353,http://mwhlawgroup.com
My Bed Bug Lawyer,"16400 Ventura Blvd., Suite 301","Encino, California 91436",,833-428-4529,https://mybedbuglawyer.com/
Myers Bigel PA,"4130 Parklake Ave, Suite 250","Raleigh, North Carolina 27612",15,919-854-1400,http://www.myersbigel.com
Myers Brier & Kelly LLP,"425 Biden Street
Suite 200","Scranton, Pennsylvania 18503",10,570-342-6100,http://mbklaw.com
Myers Widders Gibson Jones & Feingold LLP,5425 Everglades Street,"Ventura, California 93003-9300",8,805-644-7188,http://mwgjlaw.com
Nabors Giblin & Nickerson PA,"1500 Mahan Drive
Suite 200","Tallahassee, Florida 32308",15,850-224-4070,http://ngnlaw.com
Nagel Rice LLP,103 Eisenhower Parkway,"Roseland, New Jersey 07068",11,973-618-0400,https://nagelrice.com/
"Najjar Employment Law Group, P.C.",869 Turnpike Street Suite 209-211,"North Andover, Massachusetts 01845",,978-655-3949,https://nelgpc.com/
Najmy Thompson PL,6320 Venture Dr Ste 104,"Lakewood Ranch, Florida 34202",6,941-907-3999,http://najmythompson.com
Nakles and Nakles,1714 Lincoln Avenue,"Latrobe, Pennsylvania 15650",,724-539-1291,https://www.nakles.com/
Nall & Miller LLP,"235 Peachtree St. NE, Suite 1500, North Tower","Atlanta, Georgia 30303-1401",6,404-522-2200,http://www.nallmiller.com
Naman Howell Smith & Lee PLLC,"400 Austin Ave., Ste. 800","Waco, Texas 76701",53,254-755-4100,http://www.namanhowell.com/
Napier Gault Schupbach & Stevens PLC,"730 W. MAIN STREET, SUITE 400","Louisville, Kentucky 40202",7,502-855-3800,http://napiergaultlaw.com
Napierski Vandenburgh Napierski & O'Connor LLP,296 Washington Avenue Extension Suite 3,"Albany, New York 12203",6,518-862-9292,http://nvnolaw.com
Nardella & Nardella PLLC,"135 W Central Blvd., Suite 300","Orlando, Florida 32801",,407-966-2680,https://nardellalaw.com/
Narron Wenzel PA,102 South Third Street PO Box 1567,"Smithfield, North Carolina 27577",4,919-934-0049,https://narronwenzel.com/
Nason Yeager Gerson Harris & Fumero PA,"3001 PGA Boulevard, Suite 305","Palm Beach Gardens, Florida 33410",28,561-686-3307,http://www.nasonyeager.com/
NastLaw LLC,1101 Market Street Suite 2801,"Philadelphia, Pennsylvania 19107",5,215-923-9300,https://nastlaw.com/
"Natale & Wolinetz, Attorneys at Law",116 Oak Street,"Glastonbury, Connecticut 06033",,860-430-1802,https://natalewolinetz.com/
Nathan Dumm & Mayer P.C.,"7900 East Union Ave., Suite 600","Denver, Colorado 80237",8,303-691-3737,http://ndm-law.com/
Nathan & Kamionski LLP,"33 W. Monroe, Suite 1830","Chicago, Illinois 60603",5,312-612-2255,http://nklawllp.com
Nathan Sommers Jacobs,"2800 Post Oak Boulevard
61st Floor","Houston, Texas 77056",6,713-960-0303,http://nathansommers.com
Nathans & Ripke LLP,"120 East Baltimore Street, Suite 1800","Baltimore, Maryland 21202",,410-783-0272,https://www.nathanslaw.com/
National Litigation Law Group LLP,401 W Broadway Ave,"Enid, Oklahoma 73701",2,405-835-6250,http://nationlit.com
"National Litigation Law Group, LLP","2401 Northwest 23rd Street, Suite 60B","Oklahoma City, Oklahoma 73107",,405-835-6250,https://www.nationlit.com/
"Naulty, Scaricamazza & McDevitt, LLC","One Penn Center, Suite 750, 1617 JFK Boulevard","Philadelphia, Pennsylvania 19103",13,215-568-5116,http://naulty.com/
Neagle Law LLC,76 Orchard Road,"Cumberland, Maine 04021",,207-805-4211,https://neaglelaw.com/
Neale & Newman LLP,"Farmers Park,
2144 E Republic Rd.,
Suite F-302,","Springfield, Missouri 65804",14,417-670-2520,http://www.nnlaw.com/
"Neal, Gerber & Eisenberg LLP","2 N. LaSalle Street, Suite 1700","Chicago, Illinois 60602-3801",82,312-269-8000,http://www.nge.com/
"Neal & Harwell, PC","1201 Demonbreun Street, Suite 1000","Nashville, Tennessee 37203",21,615-244-1713,http://www.nealharwell.com/
Neal & Leroy LLC,"20 South Clark

Suite 2050","Chicago, Illinois 60603",12,312-641-7144,http://nealandleroy.com
Nehmad Davis & Goldstein PC,4030 Ocean Heights Avenue,"Egg Harbor Towenship, New Jersey 08234",6,609-927-1177,http://npdlaw.com
"Neider & Boucher, SC","First Business Bank Center, University Research Park, 401 Charmany Drive, Suite 310","Madison, Wisconsin 53719",7,608-661-4500,http://neiderboucher.com/
"Neider & Boucher, S.C.","University Research Park
401 Charmany Drive, Suite 310","Madison, Wisconsin 53719",,608-661-4500,https://neiderboucher.com/
Neil Dymott Hudson APLC,110 West A Street Suite 1200,"San Diego, California 92101",5,619-238-1712,http://www.neildymott.com/
NeJame Law,"189 South Orange Avenue
Suite 1800","Orlando, Florida 32801",9,407-500-0000,http://nejamelaw.com
Nelson Bumgardner Conroy PC,3131 West 7th St. #300,"Fort Worth, Texas 76107",12,817-377-9111,http://nbafirm.com
"Nelson & Galbreath, LLC",131 Falls Street Suite 101,"Greenville, South Carolina 29601",,864-232-3766,https://nelsongalbreath.com/
Nelson Hardiman LLP,"1100 Glendon Ave
14th Floor","Los Angeles, California 90024",10,877-246-6423,http://nelsonhardiman.com
"Nelson Hardiman, LLP",1100 Glendon Ave 14th Floor,"Los Angeles, California 90024",,877-246-6423,https://www.nelsonhardiman.com/
"Nelson, Krueger & Millenbach, LLC",2675 N Mayfair Rd Suite 610,"Milwaukee, Wisconsin 53226",,414-269-4188,https://www.nkmfamilylaw.com/
Nelson Mullins Riley & Scarborough LLP,"1320 Main Street, 17th Floor","Columbia, South Carolina 29201",561,803-799-2000,http://www.nelsonmullins.com
